antibiotic	num_obs	res_prop	lab_derived_prop	train_prop	val_prop	n_fold	fit_penalty	fit_mixture	f1_score	log2_apop	bal_acc	mcc	date	bug	model	model_scale	model_drug	model_data	model_colors	model_shapes
ceftazidime/avibactam	282	0.46	1	0.6	0.2	NA	0.1	0.6	0.62	0.85	0.7	0.72	2025-05-22	Pae	domain_all_binary	domain	drug	all_binary	#66a61e	22
ceftolozane/tazobactam	235	0.53	1	0.6	0.2	NA	0.1	1	0.79	0.7	0.79	0.79	2025-05-22	Pae	domain_all_binary	domain	drug	all_binary	#66a61e	22
ciprofloxacin	677	0.54	1	0.6	0.2	NA	0.1	0.4	0.79	0.75	0.8	0.8	2025-05-22	Pae	domain_all_binary	domain	drug	all_binary	#66a61e	22
doripenem	68	0.71	1	0.6	0.2	NA	1.00E-04	0	0.87	0.46	0.62	0.72	2025-05-22	Pae	domain_all_binary	domain	drug	all_binary	#66a61e	22
gentamicin	365	0.27	1	0.6	0.2	NA	0.04641588834	0.2	0.68	1.57	0.78	0.79	2025-05-22	Pae	domain_all_binary	domain	drug	all_binary	#66a61e	22
imipenem	449	0.51	1	0.6	0.2	NA	0.01	0.8	0.77	0.75	0.77	0.77	2025-05-22	Pae	domain_all_binary	domain	drug	all_binary	#66a61e	22
levofloxacin	684	0.47	1	0.6	0.2	NA	0.1	0.4	0.72	0.75	0.76	0.77	2025-05-22	Pae	domain_all_binary	domain	drug	all_binary	#66a61e	22
meropenem	835	0.55	1	0.6	0.2	NA	0.1	0.8	0.68	0.41	0.6	0.6	2025-05-22	Pae	domain_all_binary	domain	drug	all_binary	#66a61e	22
piperacillin	143	0.17	1	0.6	0.2	NA	1.00E-04	0.2	0	-1.5	0.48	0.47	2025-05-22	Pae	domain_all_binary	domain	drug	all_binary	#66a61e	22
piperacillin/tazobactam	214	0.39	1	0.6	0.2	NA	1.00E-04	0	0.64	1	0.73	0.75	2025-05-22	Pae	domain_all_binary	domain	drug	all_binary	#66a61e	22
tobramycin	606	0.29	1	0.6	0.2	NA	1.00E-04	0	0.72	1.58	0.79	0.84	2025-05-22	Pae	domain_all_binary	domain	drug	all_binary	#66a61e	22
aminoglycosides	1059	0.33	1	0.6	0.2	NA	0.004641588834	0.6	0.73	1.38	0.8	0.8	2025-05-21	Pae	domain_all_binary_class	domain	drug_class	all_binary	#66a61e	22
carbapenems	1068	0.54	1	0.6	0.2	NA	0.0215443469	0.6	0.68	0.53	0.68	0.68	2025-05-21	Pae	domain_all_binary_class	domain	drug_class	all_binary	#66a61e	22
cephalosporins	261	0.49	1	0.6	0.2	NA	1.00E-04	0	0.69	0.71	0.72	0.72	2025-05-21	Pae	domain_all_binary_class	domain	drug_class	all_binary	#66a61e	22
fluoroquinolones	1011	0.52	1	0.6	0.2	NA	1.00E-04	0	0.72	0.74	0.75	0.75	2025-05-21	Pae	domain_all_binary_class	domain	drug_class	all_binary	#66a61e	22
monobactams	217	0.49	1	0.6	0.2	NA	0.1	0.8	0.62	0.59	0.64	0.64	2025-05-21	Pae	domain_all_binary_class	domain	drug_class	all_binary	#66a61e	22
penicillins	244	0.52	1	0.6	0.2	NA	1.00E-04	0	0.94	0.9	0.94	0.94	2025-05-21	Pae	domain_all_binary_class	domain	drug_class	all_binary	#66a61e	22
penicillins/beta-lactamase-inhibitor	218	0.41	1	0.6	0.2	NA	0.1	0.2	0.44	0.85	0.61	0.63	2025-05-21	Pae	domain_all_binary_class	domain	drug_class	all_binary	#66a61e	22
polymyxin	557	0.02	1	0.6	0.2	NA	1.00E-04	0	NA	-1	0.5	NA	2025-05-21	Pae	domain_all_binary_class	domain	drug_class	all_binary	#66a61e	22
amikacin	694	0.18	1	0.6	0.2	NA	1.00E-04	0	0.41	1.92	0.63	0.68	2025-05-22	Pae	gene_all_binary	gene	drug	all_binary	#e6ab02	22
aztreonam	217	0.49	1	0.6	0.2	NA	0.004641588834	1	0.68	0.41	0.67	0.67	2025-05-22	Pae	gene_all_binary	gene	drug	all_binary	#e6ab02	22
cefepime	254	0.47	1	0.6	0.2	NA	0.01	0.4	0.59	0.2	0.64	0.64	2025-05-22	Pae	gene_all_binary	gene	drug	all_binary	#e6ab02	22
ceftazidime	829	0.46	1	0.6	0.2	NA	0.0215443469	0.8	0.72	0.85	0.76	0.77	2025-05-22	Pae	gene_all_binary	gene	drug	all_binary	#e6ab02	22
ceftazidime/avibactam	282	0.46	1	0.6	0.2	NA	0.04641588834	1	0.71	0.98	0.76	0.77	2025-05-22	Pae	gene_all_binary	gene	drug	all_binary	#e6ab02	22
ceftolozane/tazobactam	235	0.53	1	0.6	0.2	NA	0.1	0.8	0.86	0.8	0.85	0.85	2025-05-22	Pae	gene_all_binary	gene	drug	all_binary	#e6ab02	22
ciprofloxacin	677	0.54	1	0.6	0.2	NA	0.1	0.2	0.8	0.75	0.81	0.81	2025-05-22	Pae	gene_all_binary	gene	drug	all_binary	#e6ab02	22
doripenem	68	0.71	1	0.6	0.2	NA	1.00E-04	0	0.87	0.42	0.62	0.72	2025-05-22	Pae	gene_all_binary	gene	drug	all_binary	#e6ab02	22
gentamicin	365	0.27	1	0.6	0.2	NA	0.0215443469	0.4	0.69	1.39	0.77	0.8	2025-05-22	Pae	gene_all_binary	gene	drug	all_binary	#e6ab02	22
imipenem	449	0.51	1	0.6	0.2	NA	1.00E-04	0	0.79	0.85	0.8	0.81	2025-05-22	Pae	gene_all_binary	gene	drug	all_binary	#e6ab02	22
levofloxacin	684	0.47	1	0.6	0.2	NA	0.04641588834	0.2	0.8	0.87	0.83	0.84	2025-05-22	Pae	gene_all_binary	gene	drug	all_binary	#e6ab02	22
meropenem	835	0.55	1	0.6	0.2	NA	0.0215443469	1	0.7	0.49	0.68	0.68	2025-05-22	Pae	gene_all_binary	gene	drug	all_binary	#e6ab02	22
piperacillin	143	0.17	1	0.6	0.2	NA	1.00E-04	0.2	0	-0.77	0.46	0.46	2025-05-22	Pae	gene_all_binary	gene	drug	all_binary	#e6ab02	22
piperacillin/tazobactam	214	0.39	1	0.6	0.2	NA	1.00E-04	0	0.67	1.05	0.75	0.78	2025-05-22	Pae	gene_all_binary	gene	drug	all_binary	#e6ab02	22
tobramycin	606	0.29	1	0.6	0.2	NA	0.1	0.4	0.66	1.57	0.75	0.79	2025-05-22	Pae	gene_all_binary	gene	drug	all_binary	#e6ab02	22
aminoglycosides	1059	0.33	1	0.6	0.2	NA	0.0215443469	1	0.83	1.46	0.87	0.88	2025-05-21	Pae	gene_all_binary_class	gene	drug_class	all_binary	#e6ab02	22
carbapenems	1068	0.54	1	0.6	0.2	NA	1.00E-04	0	0.75	0.64	0.73	0.73	2025-05-21	Pae	gene_all_binary_class	gene	drug_class	all_binary	#e6ab02	22
cephalosporins	261	0.49	1	0.6	0.2	NA	1.00E-04	0.2	0.68	0.61	0.7	0.7	2025-05-21	Pae	gene_all_binary_class	gene	drug_class	all_binary	#e6ab02	22
fluoroquinolones	1011	0.52	1	0.6	0.2	NA	1.00E-04	0.4	0.76	0.73	0.77	0.77	2025-05-21	Pae	gene_all_binary_class	gene	drug_class	all_binary	#e6ab02	22
monobactams	217	0.49	1	0.6	0.2	NA	0.004641588834	1	0.68	0.41	0.67	0.67	2025-05-21	Pae	gene_all_binary_class	gene	drug_class	all_binary	#e6ab02	22
penicillins	244	0.52	1	0.6	0.2	NA	1.00E-04	0	0.94	0.88	0.94	0.94	2025-05-21	Pae	gene_all_binary_class	gene	drug_class	all_binary	#e6ab02	22
penicillins/beta-lactamase-inhibitor	218	0.41	1	0.6	0.2	NA	0.1	1	0.53	0.79	0.65	0.66	2025-05-21	Pae	gene_all_binary_class	gene	drug_class	all_binary	#e6ab02	22
polymyxin	557	0.02	1	0.6	0.2	NA	1.00E-04	1	0	-Inf	0.5	0.5	2025-05-21	Pae	gene_all_binary_class	gene	drug_class	all_binary	#e6ab02	22
amoxicillin/clavulanic acid	18	0.5	1	0.6	0.2	NA	1.00E-04	0.2	0.8	-0.25	0.75	0.79	2025-05-19	Sau	domain_all_binary	domain	drug	all_binary	#66a61e	22
cefoxitin	1034	0.78	1	0.6	0.2	NA	0.01	0.2	0.99	0.34	0.98	0.99	2025-05-19	Sau	domain_all_binary	domain	drug	all_binary	#66a61e	22
chloramphenicol	784	0.04	1	0.6	0.2	NA	1.00E-04	0.2	0.89	4.52	0.9	0.95	2025-05-19	Sau	domain_all_binary	domain	drug	all_binary	#66a61e	22
ciprofloxacin	2209	0.46	1	0.6	0.2	NA	0.01	0.8	0.87	1.02	0.88	0.88	2025-05-19	Sau	domain_all_binary	domain	drug	all_binary	#66a61e	22
clindamycin	1086	0.38	1	0.6	0.2	NA	0.0215443469	0.2	0.85	1.29	0.87	0.88	2025-05-19	Sau	domain_all_binary	domain	drug	all_binary	#66a61e	22
erythromycin	2351	0.37	1	0.6	0.2	NA	0.00215443469	1	0.8	1.22	0.84	0.85	2025-05-19	Sau	domain_all_binary	domain	drug	all_binary	#66a61e	22
florfenicol	17	0.53	1	0.6	0.2	NA	1.00E-04	0	1	0.92	1	1	2025-05-19	Sau	domain_all_binary	domain	drug	all_binary	#66a61e	22
fusidic acid	1956	0.15	1	0.6	0.2	NA	1.00E-04	0.2	0.81	2.47	0.87	0.89	2025-05-19	Sau	domain_all_binary	domain	drug	all_binary	#66a61e	22
gentamicin	2382	0.12	1	0.6	0.2	NA	4.64E-04	0.4	0.96	3.01	0.98	0.97	2025-05-19	Sau	domain_all_binary	domain	drug	all_binary	#66a61e	22
kanamycin	58	0.31	1	0.6	0.2	NA	1.00E-04	0	1	1.69	1	1	2025-05-19	Sau	domain_all_binary	domain	drug	all_binary	#66a61e	22
levofloxacin	281	0.1	1	0.6	0.2	NA	1.00E-04	0.2	0.75	3.14	0.82	0.86	2025-05-19	Sau	domain_all_binary	domain	drug	all_binary	#66a61e	22
methicillin	1898	0.58	1	0.6	0.2	NA	1.00E-04	0.6	0.96	0.77	0.96	0.96	2025-05-19	Sau	domain_all_binary	domain	drug	all_binary	#66a61e	22
mupirocin	1292	0.03	1	0.6	0.2	NA	1.00E-04	0.2	0.8	4.44	1	0.91	2025-05-19	Sau	domain_all_binary	domain	drug	all_binary	#66a61e	22
oxacillin	610	0.24	1	0.6	0.2	NA	0.04641588834	0.2	0.78	1.91	0.84	0.87	2025-05-19	Sau	domain_all_binary	domain	drug	all_binary	#66a61e	22
penicillin	1358	0.88	1	0.6	0.2	NA	0.04641588834	0.2	0.98	0.17	0.92	0.91	2025-05-19	Sau	domain_all_binary	domain	drug	all_binary	#66a61e	22
rifampin	1990	0.02	1	0.6	0.2	NA	1.00E-04	0.2	0	0	0.49	0.49	2025-05-19	Sau	domain_all_binary	domain	drug	all_binary	#66a61e	22
tetracycline	1992	0.17	1	0.6	0.2	NA	1.00E-04	0.2	0.72	2.3	0.8	0.84	2025-05-19	Sau	domain_all_binary	domain	drug	all_binary	#66a61e	22
tiamulin	17	0.59	1	0.6	0.2	NA	1.00E-04	0	1	0.76	1	1	2025-05-19	Sau	domain_all_binary	domain	drug	all_binary	#66a61e	22
tigecycline	21	0.48	1	0.6	0.2	NA	1.00E-04	0	1	1.06	1	1	2025-05-19	Sau	domain_all_binary	domain	drug	all_binary	#66a61e	22
tobramycin	62	0.29	1	0.6	0.2	NA	1.00E-04	0.2	1	1.79	1	1	2025-05-19	Sau	domain_all_binary	domain	drug	all_binary	#66a61e	22
trimethoprim	559	0.04	1	0.6	0.2	NA	1.00E-04	0.2	0.33	3.25	0.62	0.67	2025-05-19	Sau	domain_all_binary	domain	drug	all_binary	#66a61e	22
trimethoprim/sulfamethoxazole	719	0.25	1	0.6	0.2	NA	1.00E-04	0.2	0.82	1.85	0.86	0.89	2025-05-19	Sau	domain_all_binary	domain	drug	all_binary	#66a61e	22
vancomycin	1343	0.03	1	0.6	0.2	NA	1.00E-04	0.2	1	5.06	1	1	2025-05-19	Sau	domain_all_binary	domain	drug	all_binary	#66a61e	22
aminoacyl-trna synthetase inhibitor	1292	0.03	1	0.6	0.2	NA	1.00E-04	0.2	0.91	4.87	0.95	0.95	2025-05-20	Sau	domain_all_binary_class	domain	drug_class	all_binary	#66a61e	22
aminoglycosides	2382	0.12	1	0.6	0.2	NA	0.004641588834	0.4	0.99	3.06	0.99	1	2025-05-20	Sau	domain_all_binary_class	domain	drug_class	all_binary	#66a61e	22
amphenicols	801	0.05	1	0.6	0.2	NA	1.00E-04	0.4	0.83	3.96	0.86	0.92	2025-05-20	Sau	domain_all_binary_class	domain	drug_class	all_binary	#66a61e	22
cephalosporins	1052	0.78	1	0.6	0.2	NA	1.00E-04	0	0.99	0.36	0.98	0.97	2025-05-20	Sau	domain_all_binary_class	domain	drug_class	all_binary	#66a61e	22
fluoroquinolones	2481	0.42	1	0.6	0.2	NA	1.00E-04	0.2	0.87	1.18	0.89	0.89	2025-05-20	Sau	domain_all_binary_class	domain	drug_class	all_binary	#66a61e	22
fusidane	1956	0.15	1	0.6	0.2	NA	0.1	0.2	0.85	2.52	0.87	0.91	2025-05-20	Sau	domain_all_binary_class	domain	drug_class	all_binary	#66a61e	22
glycopeptides	1343	0.03	1	0.6	0.2	NA	1.00E-04	0.2	1	5.06	1	1	2025-05-20	Sau	domain_all_binary_class	domain	drug_class	all_binary	#66a61e	22
lincosamides	1086	0.38	1	0.6	0.2	NA	0.0215443469	0.4	0.85	1.24	0.88	0.89	2025-05-20	Sau	domain_all_binary_class	domain	drug_class	all_binary	#66a61e	22
macrolides	2351	0.37	1	0.6	0.2	NA	0.0215443469	0.8	0.8	1.28	0.84	0.84	2025-05-20	Sau	domain_all_binary_class	domain	drug_class	all_binary	#66a61e	22
penicillins	2510	0.87	1	0.6	0.2	NA	0.001	0.6	0.98	0.2	0.91	0.91	2025-05-20	Sau	domain_all_binary_class	domain	drug_class	all_binary	#66a61e	22
penicillins/beta-lactamase-inhibitor	18	0.5	1	0.6	0.2	NA	1.00E-04	0.2	0.8	-0.25	0.75	0.79	2025-05-20	Sau	domain_all_binary_class	domain	drug_class	all_binary	#66a61e	22
pleuromutilin	17	0.59	1	0.6	0.2	NA	1.00E-04	0	1	0.76	1	1	2025-05-20	Sau	domain_all_binary_class	domain	drug_class	all_binary	#66a61e	22
rifamycins	1990	0.02	1	0.6	0.2	NA	1.00E-04	0	0.29	3.39	0.59	0.67	2025-05-20	Sau	domain_all_binary_class	domain	drug_class	all_binary	#66a61e	22
tetracyclines	2011	0.16	1	0.6	0.2	NA	0.0215443469	0.6	0.79	2.41	0.84	0.88	2025-05-20	Sau	domain_all_binary_class	domain	drug_class	all_binary	#66a61e	22
trimethoprim-derivatives	559	0.04	1	0.6	0.2	NA	1.00E-04	0.2	0.33	3.25	0.62	0.67	2025-05-20	Sau	domain_all_binary_class	domain	drug_class	all_binary	#66a61e	22
trimethoprim/sulfonamides	719	0.25	1	0.6	0.2	NA	0.1	0.6	0.75	1.73	0.8	0.86	2025-05-20	Sau	domain_all_binary_class	domain	drug_class	all_binary	#66a61e	22
amoxicillin/clavulanic acid	18	0.5	1	0.6	0.2	NA	1.00E-04	1	NA	0.31	0.5	NA	2025-05-19	Sau	gene_all_binary	gene	drug	all_binary	#e6ab02	22
cefoxitin	1034	0.78	1	0.6	0.2	NA	1.00E-04	0.2	1	0.36	0.99	0.99	2025-05-19	Sau	gene_all_binary	gene	drug	all_binary	#e6ab02	22
chloramphenicol	784	0.04	1	0.6	0.2	NA	1.00E-04	0.2	0.89	4.51	0.9	0.95	2025-05-19	Sau	gene_all_binary	gene	drug	all_binary	#e6ab02	22
ciprofloxacin	2209	0.46	1	0.6	0.2	NA	0.04641588834	0.2	0.91	1.08	0.91	0.91	2025-05-19	Sau	gene_all_binary	gene	drug	all_binary	#e6ab02	22
clindamycin	1086	0.38	1	0.6	0.2	NA	0.004641588834	0.8	0.94	1.35	0.95	0.96	2025-05-19	Sau	gene_all_binary	gene	drug	all_binary	#e6ab02	22
erythromycin	2351	0.37	1	0.6	0.2	NA	1.00E-04	0.6	0.95	1.41	0.96	0.96	2025-05-19	Sau	gene_all_binary	gene	drug	all_binary	#e6ab02	22
florfenicol	17	0.53	1	0.6	0.2	NA	1.00E-04	0	1	0.92	1	1	2025-05-19	Sau	gene_all_binary	gene	drug	all_binary	#e6ab02	22
fusidic acid	1956	0.15	1	0.6	0.2	NA	0.0215443469	1	0.82	2.54	0.86	0.9	2025-05-19	Sau	gene_all_binary	gene	drug	all_binary	#e6ab02	22
gentamicin	2382	0.12	1	0.6	0.2	NA	1.00E-04	0.4	0.95	2.95	0.98	0.97	2025-05-19	Sau	gene_all_binary	gene	drug	all_binary	#e6ab02	22
kanamycin	58	0.31	1	0.6	0.2	NA	1.00E-04	1	1	1.69	1	1	2025-05-19	Sau	gene_all_binary	gene	drug	all_binary	#e6ab02	22
levofloxacin	281	0.1	1	0.6	0.2	NA	1.00E-04	0	0.62	3.1	0.72	0.82	2025-05-19	Sau	gene_all_binary	gene	drug	all_binary	#e6ab02	22
methicillin	1898	0.58	1	0.6	0.2	NA	0.1	0.2	0.99	0.77	0.98	0.98	2025-05-19	Sau	gene_all_binary	gene	drug	all_binary	#e6ab02	22
mupirocin	1292	0.03	1	0.6	0.2	NA	0.1	0.2	0.6	4.03	0.87	0.8	2025-05-19	Sau	gene_all_binary	gene	drug	all_binary	#e6ab02	22
oxacillin	610	0.24	1	0.6	0.2	NA	0.1	0.2	0.86	2	0.92	0.91	2025-05-19	Sau	gene_all_binary	gene	drug	all_binary	#e6ab02	22
penicillin	1358	0.88	1	0.6	0.2	NA	0.1	0.2	0.99	0.17	0.95	0.96	2025-05-19	Sau	gene_all_binary	gene	drug	all_binary	#e6ab02	22
rifampin	1990	0.02	1	0.6	0.2	NA	1.00E-04	0.2	0	0.58	0.49	0.49	2025-05-19	Sau	gene_all_binary	gene	drug	all_binary	#e6ab02	22
tetracycline	1992	0.17	1	0.6	0.2	NA	1.00E-04	0.8	0.95	2.5	0.96	0.97	2025-05-19	Sau	gene_all_binary	gene	drug	all_binary	#e6ab02	22
tiamulin	17	0.59	1	0.6	0.2	NA	1.00E-04	0	1	0.76	1	1	2025-05-19	Sau	gene_all_binary	gene	drug	all_binary	#e6ab02	22
tigecycline	21	0.48	1	0.6	0.2	NA	1.00E-04	0	1	1.06	1	1	2025-05-19	Sau	gene_all_binary	gene	drug	all_binary	#e6ab02	22
tobramycin	62	0.29	1	0.6	0.2	NA	1.00E-04	0.2	1	1.79	1	1	2025-05-19	Sau	gene_all_binary	gene	drug	all_binary	#e6ab02	22
trimethoprim	559	0.04	1	0.6	0.2	NA	0.04641588834	0.2	0.67	3.78	0.75	0.85	2025-05-19	Sau	gene_all_binary	gene	drug	all_binary	#e6ab02	22
trimethoprim/sulfamethoxazole	719	0.25	1	0.6	0.2	NA	1.00E-04	0.4	0.86	1.91	0.92	0.91	2025-05-19	Sau	gene_all_binary	gene	drug	all_binary	#e6ab02	22
vancomycin	1343	0.03	1	0.6	0.2	NA	1.00E-04	0	1	5.06	1	1	2025-05-19	Sau	gene_all_binary	gene	drug	all_binary	#e6ab02	22
aminoacyl-trna synthetase inhibitor	1292	0.03	1	0.6	0.2	NA	1.00E-04	0.2	0.8	4.64	0.86	0.9	2025-05-20	Sau	gene_all_binary_class	gene	drug_class	all_binary	#e6ab02	22
aminoglycosides	2382	0.12	1	0.6	0.2	NA	0.0215443469	0.4	1	3.06	1	1	2025-05-20	Sau	gene_all_binary_class	gene	drug_class	all_binary	#e6ab02	22
amphenicols	801	0.05	1	0.6	0.2	NA	1.00E-04	0.8	0.86	4.09	0.93	0.93	2025-05-20	Sau	gene_all_binary_class	gene	drug_class	all_binary	#e6ab02	22
cephalosporins	1052	0.78	1	0.6	0.2	NA	1.00E-04	0.2	0.99	0.36	0.98	0.98	2025-05-20	Sau	gene_all_binary_class	gene	drug_class	all_binary	#e6ab02	22
fluoroquinolones	2481	0.42	1	0.6	0.2	NA	0.04641588834	0.4	0.9	1.21	0.91	0.91	2025-05-20	Sau	gene_all_binary_class	gene	drug_class	all_binary	#e6ab02	22
fusidane	1956	0.15	1	0.6	0.2	NA	0.1	0.2	0.84	2.57	0.87	0.91	2025-05-20	Sau	gene_all_binary_class	gene	drug_class	all_binary	#e6ab02	22
glycopeptides	1343	0.03	1	0.6	0.2	NA	1.00E-04	0	1	5.06	1	1	2025-05-20	Sau	gene_all_binary_class	gene	drug_class	all_binary	#e6ab02	22
lincosamides	1086	0.38	1	0.6	0.2	NA	1.00E-04	0.8	0.91	1.32	0.93	0.93	2025-05-20	Sau	gene_all_binary_class	gene	drug_class	all_binary	#e6ab02	22
macrolides	2351	0.37	1	0.6	0.2	NA	0.01	1	0.94	1.39	0.95	0.95	2025-05-20	Sau	gene_all_binary_class	gene	drug_class	all_binary	#e6ab02	22
penicillins	2510	0.87	1	0.6	0.2	NA	1.00E-04	0.2	0.99	0.2	0.95	0.95	2025-05-20	Sau	gene_all_binary_class	gene	drug_class	all_binary	#e6ab02	22
penicillins/beta-lactamase-inhibitor	18	0.5	1	0.6	0.2	NA	1.00E-04	1	NA	0.31	0.5	NA	2025-05-20	Sau	gene_all_binary_class	gene	drug_class	all_binary	#e6ab02	22
pleuromutilin	17	0.59	1	0.6	0.2	NA	1.00E-04	0	1	0.76	1	1	2025-05-20	Sau	gene_all_binary_class	gene	drug_class	all_binary	#e6ab02	22
rifamycins	1990	0.02	1	0.6	0.2	NA	1.00E-04	0	NA	2.91	0.5	NA	2025-05-20	Sau	gene_all_binary_class	gene	drug_class	all_binary	#e6ab02	22
tetracyclines	2011	0.16	1	0.6	0.2	NA	0.004641588834	0.8	0.92	2.6	0.95	0.95	2025-05-20	Sau	gene_all_binary_class	gene	drug_class	all_binary	#e6ab02	22
trimethoprim-derivatives	559	0.04	1	0.6	0.2	NA	0.04641588834	0.2	0.67	3.78	0.75	0.85	2025-05-20	Sau	gene_all_binary_class	gene	drug_class	all_binary	#e6ab02	22
trimethoprim/sulfonamides	719	0.25	1	0.6	0.2	NA	0.04641588834	0.8	0.88	1.9	0.92	0.92	2025-05-20	Sau	gene_all_binary_class	gene	drug_class	all_binary	#e6ab02	22
amikacin	1278	0.6	1	0.6	0.2	NA	0.0215443469	0.4	0.96	0.72	0.95	0.95	2025-05-29	Aba	protein_all_binary	protein	drug	all_binary	skyblue	22
carbapenem	189	0.62	1	0.6	0.2	NA	0.1	0.4	0.92	0.66	0.89	0.89	2025-05-29	Aba	protein_all_binary	protein	drug	all_binary	skyblue	22
cefepime	496	0.86	1	0.6	0.2	NA	1.00E-04	0.2	0.95	0.2	0.71	0.78	2025-05-29	Aba	protein_all_binary	protein	drug	all_binary	skyblue	22
cefotaxime	743	0.96	1	0.6	0.2	NA	0.1	0.2	0.98	0.04	0.5	NA	2025-05-29	Aba	protein_all_binary	protein	drug	all_binary	skyblue	22
ceftazidime	1234	0.84	1	0.6	0.2	NA	1.00E-04	0	0.98	0.25	0.91	0.94	2025-05-29	Aba	protein_all_binary	protein	drug	all_binary	skyblue	22
ceftriaxone	1058	0.92	1	0.6	0.2	NA	1.00E-04	0.2	0.98	0.12	0.81	0.83	2025-05-29	Aba	protein_all_binary	protein	drug	all_binary	skyblue	22
ciprofloxacin	1415	0.89	1	0.6	0.2	NA	0.0215443469	0.4	0.97	0.17	0.8	0.86	2025-05-29	Aba	protein_all_binary	protein	drug	all_binary	skyblue	22
colistin	373	0.06	1	0.6	0.2	NA	1.00E-04	0	0.44	3.39	0.66	0.72	2025-05-29	Aba	protein_all_binary	protein	drug	all_binary	skyblue	22
doripenem	197	0.3	1	0.6	0.2	NA	1.00E-04	0.2	0.91	1.72	0.92	0.94	2025-05-29	Aba	protein_all_binary	protein	drug	all_binary	skyblue	22
doxycycline	148	0.64	1	0.6	0.2	NA	1.00E-04	0	0.97	0.64	0.97	0.97	2025-05-29	Aba	protein_all_binary	protein	drug	all_binary	skyblue	22
gentamicin	1339	0.87	1	0.6	0.2	NA	0.01	0.8	0.97	0.19	0.85	0.87	2025-05-29	Aba	protein_all_binary	protein	drug	all_binary	skyblue	22
imipenem	1542	0.51	1	0.6	0.2	NA	0.0215443469	0.6	0.91	0.9	0.91	0.91	2025-05-29	Aba	protein_all_binary	protein	drug	all_binary	skyblue	22
levofloxacin	928	0.79	1	0.6	0.2	NA	0.0215443469	0.8	0.97	0.33	0.91	0.92	2025-05-29	Aba	protein_all_binary	protein	drug	all_binary	skyblue	22
meropenem	723	0.66	1	0.6	0.2	NA	1.00E-04	0.8	0.95	0.58	0.92	0.93	2025-05-29	Aba	protein_all_binary	protein	drug	all_binary	skyblue	22
minocycline	128	0.2	1	0.6	0.2	NA	1.00E-04	0	0.29	1.23	0.58	0.68	2025-05-29	Aba	protein_all_binary	protein	drug	all_binary	skyblue	22
moxifloxacin	79	0.65	1	0.6	0.2	NA	1.00E-04	0	0.87	0.56	0.79	0.8	2025-05-29	Aba	protein_all_binary	protein	drug	all_binary	skyblue	22
nalidixic acid	86	0.93	1	0.6	0.2	NA	1.00E-04	0	1	0.1	NA	NA	2025-05-29	Aba	protein_all_binary	protein	drug	all_binary	skyblue	22
neomycin	63	0.92	1	0.6	0.2	NA	1.00E-04	0	1	0.12	1	1	2025-05-29	Aba	protein_all_binary	protein	drug	all_binary	skyblue	22
polymyxin B	107	0.14	1	0.6	0.2	NA	1.00E-04	0.2	0.67	1.48	0.81	0.81	2025-05-29	Aba	protein_all_binary	protein	drug	all_binary	skyblue	22
tetracycline	960	0.75	1	0.6	0.2	NA	0.04641588834	0.4	0.97	0.39	0.93	0.95	2025-05-29	Aba	protein_all_binary	protein	drug	all_binary	skyblue	22
tobramycin	1066	0.67	1	0.6	0.2	NA	0.0215443469	1	0.94	0.56	0.89	0.9	2025-05-29	Aba	protein_all_binary	protein	drug	all_binary	skyblue	22
imipenem	93	0.63	1	0.6	0.2	NA	1.00E-04	0	0.75	0.51	0.66	0.66	2025-05-29	Esp.	protein_all_binary	protein	drug	all_binary	skyblue	22
gentamicin	167	0.47	1	0.6	0.2	NA	1.00E-04	0.2	0.88	1.06	0.89	0.89	2025-05-29	Esp.	protein_all_binary	protein	drug	all_binary	skyblue	22
meropenem	159	0.31	1	0.6	0.2	NA	1.00E-04	0	0.62	1.35	0.73	0.77	2025-05-29	Esp.	protein_all_binary	protein	drug	all_binary	skyblue	22
ciprofloxacin	119	0.61	1	0.6	0.2	NA	0.1	0.6	0.87	0.54	0.83	0.83	2025-05-29	Esp.	protein_all_binary	protein	drug	all_binary	skyblue	22
amikacin	188	0.09	1	0.6	0.2	NA	1.00E-04	0.4	0.67	2.83	0.75	0.84	2025-05-29	Esp.	protein_all_binary	protein	drug	all_binary	skyblue	22
cefotaxime	182	0.97	1	0.6	0.2	NA	1.00E-04	0	0.94	-0.03	0.49	0.48	2025-05-29	Esp.	protein_all_binary	protein	drug	all_binary	skyblue	22
levofloxacin	102	0.56	1	0.6	0.2	NA	1.00E-04	0.2	0.87	0.76	0.86	0.86	2025-05-29	Esp.	protein_all_binary	protein	drug	all_binary	skyblue	22
ceftazidime	113	0.94	1	0.6	0.2	NA	1.00E-04	0	0.98	0.09	0.5	NA	2025-05-29	Esp.	protein_all_binary	protein	drug	all_binary	skyblue	22
trimethoprim/sulfamethoxazole	92	0.53	1	0.6	0.2	NA	1.00E-04	0.2	0.95	0.89	0.94	0.95	2025-05-29	Esp.	protein_all_binary	protein	drug	all_binary	skyblue	22
cefepime	105	0.68	1	0.6	0.2	NA	1.00E-04	0.2	0.91	0.47	0.79	0.85	2025-05-29	Esp.	protein_all_binary	protein	drug	all_binary	skyblue	22
ertapenem	227	0.89	1	0.6	0.2	NA	1.00E-04	0	0.92	-0.07	0.5	NA	2025-05-29	Esp.	protein_all_binary	protein	drug	all_binary	skyblue	22
